"watch_id","date_time_iso","date_","time_","year_date","month_date","day_date","hour_time","day_of_week","title","video_URL","channel_name","channel_url","video_status","is_available","video_length_str","video_length_secs"
1,"2022-10-31 19:06:22.131","2022-10-31","19:06:22.131000",2022,10,31,19,0,Meteor Cancel in Smash Ultimate [SMASH REVIEW 193],https://www.youtube.com/watch?v=XwYqLRiBbTQ,Beefy Smash Doods,https://www.youtube.com/channel/UCeCEq4Sz1nNK4wn3Z4Ozk2w,Available,1,"00:18:54","1134"
2,"2022-10-31 18:43:52.465","2022-10-31","18:43:52.465000",2022,10,31,18,0,Who Cares About the Metaverse?,https://www.youtube.com/watch?v=CqkhjL3WvWQ,Marques Brownlee,https://www.youtube.com/channel/UCBJycsmduvYEL83R_U4JriQ,Available,1,"00:15:51","951"
3,"2022-10-31 18:31:52.705","2022-10-31","18:31:52.705000",2022,10,31,18,0,DOUBLE KICK INTO MY NAMI!,https://www.youtube.com/watch?v=btMw_5GCxoA,Thebausffs,https://www.youtube.com/channel/UCu7ODDeIZ4x1rJwM1LCVL8w,Available,1,"00:11:06","666"
4,"2022-10-31 18:12:15.988","2022-10-31","18:12:15.988000",2022,10,31,18,0,"Fred again..: New Album, Boiler Room, and Creative Process | Apple Music",https://www.youtube.com/watch?v=zeD0g5xXo7E,Apple Music,https://www.youtube.com/channel/UCBv7HEHuVlNAELGi5XJd85Q,Available,1,"00:58:40","3520"
5,"2022-10-31 17:01:14.135","2022-10-31","17:01:14.135000",2022,10,31,17,0,Best Episode So Far (Guess The Elo 11),https://www.youtube.com/watch?v=e5e1z3A3cfo,GothamChess,https://www.youtube.com/channel/UCQHX6ViZmPsWiYSFAyS0a3Q,Available,1,"00:30:19","1819"
6,"2022-10-31 15:52:55.887","2022-10-31","15:52:55.887000",2022,10,31,15,0,I Got Hacked,https://www.youtube.com/watch?v=kyW1Mo_uCDg,GothamChess,https://www.youtube.com/channel/UCQHX6ViZmPsWiYSFAyS0a3Q,Available,1,"00:33:58","2038"
7,"2022-10-31 13:44:54.292","2022-10-31","13:44:54.292000",2022,10,31,13,0,What A Tool,https://www.youtube.com/watch?v=fRyr_R1kVGQ,Down Bad Patrol,https://www.youtube.com/channel/UCb5_iMem4EmklDHzO2NXiOA,Available,1,"00:01:03","63"
8,"2022-10-31 13:09:32.894","2022-10-31","13:09:32.894000",2022,10,31,13,0,Being a Gecko at Harvard,https://www.youtube.com/watch?v=p8u9vohPLk0,Lyle Forever,https://www.youtube.com/channel/UCMbvTF91O--bhwmg9dTMAPA,Available,1,"00:47:49","2869"
9,"2022-10-31 13:08:12.921","2022-10-31","13:08:12.921000",2022,10,31,13,0,"IG Live: Fred Again Delilah ""(pull me out of this)'"" NYC Food Truck",https://www.youtube.com/watch?v=qfjjApJ2KMw,mvulch,https://www.youtube.com/channel/UC7xqnD3fw8wpsAlWQcw2e-Q,Available,1,"00:01:04","64"
10,"2022-10-31 12:58:01.941","2022-10-31","12:58:01.941000",2022,10,31,12,0,Working at Google - Tech Stack I Use as a Software Engineer,https://www.youtube.com/watch?v=5ueSge4n4bs,NeetCode,https://www.youtube.com/channel/UC_mYaQAE6-71rjSN6CeCA-g,Available,1,"00:07:15","435"
11,"2022-10-31 12:57:28.249","2022-10-31","12:57:28.249000",2022,10,31,12,0,Alex Honnold is a Psychopath.,https://www.youtube.com/watch?v=zlzm2JX4KxY,Atrioc,https://www.youtube.com/channel/UCgv4dPk_qZNAbUW9WkuLPSA,Available,1,"00:22:28","1348"
12,"2022-10-31 12:56:08.808","2022-10-31","12:56:08.808000",2022,10,31,12,0,Treflip Physically/Mentally Abuses Skater...,https://www.youtube.com/watch?v=epRhznIuBAo,Sol Steezy,https://www.youtube.com/channel/UC9dCf0WZA1zVcVEYIKGyL_g,Available,1,"00:08:22","502"
13,"2022-10-31 02:45:20.949","2022-10-31","02:45:20.949000",2022,10,31,2,0,Logan Paul’s Message To Andrew Tate and Kanye West - JEFF FM EP. 70,https://www.youtube.com/watch?v=Dup9Bk85zbk,JEFF FM,https://www.youtube.com/channel/UCYFqBFDeDhmz_xPaMFJuQTg,Available,1,"00:58:10","3490"
14,"2022-10-31 01:32:12.931","2022-10-31","01:32:12.931000",2022,10,31,1,0,"Dear YouTube, Meet Your New World Champion",https://www.youtube.com/watch?v=yp8ZhBrRn8s,GMHikaru,https://www.youtube.com/channel/UCweCc7bSMX5J4jEH7HFImng,Available,1,"00:44:18","2658"
15,"2022-10-31 01:10:09.591","2022-10-31","01:10:09.591000",2022,10,31,1,0,Why I Sold NELK...,https://www.youtube.com/watch?v=spUTRgDHq_o,Sunday,https://www.youtube.com/channel/UCNbphYSpy5vF1sGHB-RSmlQ,Available,1,"00:20:49","1249"
16,"2022-10-31 00:42:52.278","2022-10-31","00:42:52.278000",2022,10,31,0,0,Skyblock: Potato War 3 (FINALE),https://www.youtube.com/watch?v=09CeBwGbCeg,Technoblade,https://www.youtube.com/channel/UCFAiFyGs6oDiF1Nf-rRJpZA,Available,1,"00:20:10","1210"
17,"2022-10-31 00:25:14.810","2022-10-31","00:25:14.810000",2022,10,31,0,0,How to Download Your YouTube History! Download YouTube history!,https://www.youtube.com/watch?v=zlzzO1e6dws,Scoby Tech,https://www.youtube.com/channel/UCRHZGz8g6b10rcvhcaq1M5A,Available,1,"00:02:09","129"
18,"2022-10-31 00:23:31.329","2022-10-31","00:23:31.329000",2022,10,31,0,0,Check how much time you spend watching YouTube,https://www.youtube.com/watch?v=jqBuXibX9CM,YouTube Viewers,https://www.youtube.com/channel/UCMDQxm7cUx3yXkfeHa5zJIQ,Available,1,"00:00:59","59"
19,"2022-10-31 00:13:12.278","2022-10-31","00:13:12.278000",2022,10,31,0,0,Skyblock: Potato War 2,https://www.youtube.com/watch?v=0PAEqgfAts4,Technoblade,https://www.youtube.com/channel/UCFAiFyGs6oDiF1Nf-rRJpZA,Available,1,"00:14:12","852"
20,"2022-10-30 23:54:19.635","2022-10-30","23:54:19.635000",2022,10,30,23,6,Skyblock: The Great Potato War,https://www.youtube.com/watch?v=5qjnDd1rsII,Technoblade,https://www.youtube.com/channel/UCFAiFyGs6oDiF1Nf-rRJpZA,Available,1,"00:18:25","1105"
21,"2022-10-30 23:37:52.535","2022-10-30","23:37:52.535000",2022,10,30,23,6,"100 Youtuber Minecraft Battle Royale!",https://www.youtube.com/watch?v=rncjTx-rRVc,MrBeast Gaming,https://www.youtube.com/channel/UCIPPMRA040LQr5QPyJEbmXA,Available,1,"00:16:03","963"
22,"2022-10-30 23:37:42.545","2022-10-30","23:37:42.545000",2022,10,30,23,6,Hasanabi Reacts to Interviewed the Wrong Hood in Atlanta,https://www.youtube.com/watch?v=FKVWQlqTwwI,Hasanabi Daily Reactions,https://www.youtube.com/channel/UCTnUAQJOr96ueB6CMuiwNIw,Available,1,"00:16:07","967"
23,"2022-10-30 22:58:24.176","2022-10-30","22:58:24.176000",2022,10,30,22,6,"Fred again..: New Album, Boiler Room, and Creative Process | Apple Music",https://www.youtube.com/watch?v=zeD0g5xXo7E,Apple Music,https://www.youtube.com/channel/UCBv7HEHuVlNAELGi5XJd85Q,Available,1,"00:58:40","3520"
24,"2022-10-30 22:55:22.672","2022-10-30","22:55:22.672000",2022,10,30,22,6,"How a Viewer Scammed Me Out of $10,000",https://www.youtube.com/watch?v=8yRS7VwkJIA,Ludwig,https://www.youtube.com/channel/UCrPseYLGpNygVi34QpGNqpA,Available,1,"00:17:11","1031"
25,"2022-10-30 22:40:23.789","2022-10-30","22:40:23.789000",2022,10,30,22,6,ISLAM MAKHACHEV VS DANIEL CORMIER FULL WRESTLING CLIP,https://www.youtube.com/watch?v=orlTyQEIvRk,Fight Club MMA,https://www.youtube.com/channel/UCNGeoeAOnpbixAUWqmFoMYA,Available,1,"00:01:35","95"
26,"2022-10-30 22:18:46.581","2022-10-30","22:18:46.581000",2022,10,30,22,6,HIKARU IS A WORLD CHAMPION,https://www.youtube.com/watch?v=s6Tp_tiFrzA,GothamChess,https://www.youtube.com/channel/UCQHX6ViZmPsWiYSFAyS0a3Q,Available,1,"00:34:18","2058"
27,"2022-10-30 22:15:52.397","2022-10-30","22:15:52.397000",2022,10,30,22,6,Kyle from Nelk Funniest Pranks!,https://www.youtube.com/watch?v=kXUhHVsGgnk,RECAP,https://www.youtube.com/channel/UCuMXTOPoEPiQJ4IF4o0bLTg,Available,1,"00:15:20","920"
28,"2022-10-30 22:15:38.901","2022-10-30","22:15:38.901000",2022,10,30,22,6,Pat Shahgholi 10pQ 24 Highlight,https://www.youtube.com/watch?v=ntxSAbCZiI0,Michael Plaster,https://www.youtube.com/channel/UCgwoOqXWfxrRNUjZMNel8rw,Available,1,"00:04:21","261"
29,"2022-10-30 21:36:17.882","2022-10-30","21:36:17.882000",2022,10,30,21,6,SIDEMEN OLD vs YOUNG FOR 24 HOURS CHALLENGE,https://www.youtube.com/watch?v=Pnpc0pySVTo,Sidemen,https://www.youtube.com/channel/UCDogdKl7t7NHzQ95aEwkdMw,Available,1,"00:42:25","2545"
30,"2022-10-30 19:31:40.337","2022-10-30","19:31:40.337000",2022,10,30,19,6,Obviously Filming in Movies Theaters,https://www.youtube.com/watch?v=98zqn0wSm68,Kanel Joseph,https://www.youtube.com/channel/UCpn_ODet9knMmEj5DB0_KnQ,Available,1,"00:09:44","584"
31,"2022-10-30 19:27:48.425","2022-10-30","19:27:48.425000",2022,10,30,19,6,illegally filming prank on cops,https://www.youtube.com/watch?v=9ZmsU7GGc68,Ыаск🧛🏾,https://www.youtube.com/channel/UCQBpm6IRGC7M2g22YFHpHcQ,Available,1,"00:00:36","36"
32,"2022-10-30 19:26:20.876","2022-10-30","19:26:20.876000",2022,10,30,19,6,The Most Chillest Cop Ever,https://www.youtube.com/watch?v=2DaBHDY8Wpw,Shorts Central,https://www.youtube.com/channel/UCXt4owtJ62gF5eRRP3jxsTA,Available,1,NOT FOUND,-1
33,"2022-10-30 19:25:58.217","2022-10-30","19:25:58.217000",2022,10,30,19,6,EVERY guy NEEDS to hear this 😂,https://www.youtube.com/watch?v=7AaQLAuP_xU,Slick Stevie,https://www.youtube.com/channel/UCTToCEh8CNjLEDeTXy0NZIQ,Available,1,"00:00:22","22"
34,"2022-10-30 19:25:50.777","2022-10-30","19:25:50.777000",2022,10,30,19,6,This is Viego on STEROIDS by T1 Oner.. 😮,https://www.youtube.com/watch?v=Ag7bjBwifdE,LoL Cloud,https://www.youtube.com/channel/UCaNZeKNmJEqRBT2gCcLbBpQ,Available,1,"00:00:39","39"
35,"2022-10-30 19:25:49.629","2022-10-30","19:25:49.629000",2022,10,30,19,6,HOW HARD IS IT TO LEARN A BACKFLIP?,https://www.youtube.com/watch?v=ndTDLgaWCoY,Bob Reese,https://www.youtube.com/channel/UCOOw_13nkOTxEv-ZI3Hg0SQ,Available,1,"00:00:50","50"
36,"2022-10-30 19:24:11.146","2022-10-30","19:24:11.146000",2022,10,30,19,6,I Saw This House for SALE and Offered to TRANSFORM the Walkway and Driveway for FREE,https://www.youtube.com/watch?v=AKKsVFel7iE,SB Pressure Washing - Shorts,https://www.youtube.com/channel/UCKhx-TbkVeZpTTkG3YpAXBg,Available,1,"00:00:58","58"
37,"2022-10-30 19:23:34.968","2022-10-30","19:23:34.968000",2022,10,30,19,6,Jidion,https://www.youtube.com/watch?v=0lrGqaqqsKQ,WamCLB,https://www.youtube.com/channel/UCx4fR56lhtIPwTvKgeewYhA,Available,1,"00:00:30","30"
38,"2022-10-30 19:23:32.498","2022-10-30","19:23:32.498000",2022,10,30,19,6,Best of favorite dance moves 💃,https://www.youtube.com/watch?v=lztQ5hB6Xd0,Ed People,https://www.youtube.com/channel/UC6SrBgEY5mUqiadXsz070GQ,Available,1,"00:00:40","40"
39,"2022-10-30 19:23:05.026","2022-10-30","19:23:05.026000",2022,10,30,19,6,Latin dances 💃 #latino #shorts,https://www.youtube.com/watch?v=opP1pjreBV8,Ed People,https://www.youtube.com/channel/UC6SrBgEY5mUqiadXsz070GQ,Available,1,"00:00:38","38"
40,"2022-10-30 19:22:52.705","2022-10-30","19:22:52.705000",2022,10,30,19,6,Asian dances 🌏 #asia #shorts,https://www.youtube.com/watch?v=zRd4g4JMKSE,Ed People,https://www.youtube.com/channel/UC6SrBgEY5mUqiadXsz070GQ,Available,1,"00:00:31","31"
41,"2022-10-30 19:22:26.283","2022-10-30","19:22:26.283000",2022,10,30,19,6,African dances (Part 2) 🌍 #africa #shorts,https://www.youtube.com/watch?v=NMpW3j3fUjk,Ed People,https://www.youtube.com/channel/UC6SrBgEY5mUqiadXsz070GQ,Available,1,"00:00:29","29"
42,"2022-10-30 19:21:42.113","2022-10-30","19:21:42.113000",2022,10,30,19,6,"1 View = 1 Meal Donated (ft. MrBeast)",https://www.youtube.com/watch?v=LY87Kmem5XM,Nick DiGiovanni,https://www.youtube.com/channel/UCMyOj6fhvKFMjxUCp3b_3gA,Available,1,"00:00:17","17"
43,"2022-10-30 19:20:20.412","2022-10-30","19:20:20.412000",2022,10,30,19,6,The door has been slammed 😂,https://www.youtube.com/watch?v=69xTEsN4e9Q,MOONTELLTHAT,https://www.youtube.com/channel/UCAqwmgeWwg8PIkO986UF4JA,Available,1,"00:00:34","34"
44,"2022-10-30 19:20:20.064","2022-10-30","19:20:20.064000",2022,10,30,19,6,EM 10001 Video NA Puzzle 2O InTreasure Y Nor 210915 2 EN B,https://www.youtube.com/watch?v=eVW9swEzW4I,"","",Available,1,"00:00:30","30"
45,"2022-10-30 19:18:57.078","2022-10-30","19:18:57.078000",2022,10,30,19,6,happy we were able to do this for them,https://www.youtube.com/watch?v=hS3OZ0-LOEQ,RAINBOLT TWO,https://www.youtube.com/channel/UCuAWs9GxuTDLNyo2-cbrwDA,Available,1,"00:01:00","60"
46,"2022-10-30 19:17:49.632","2022-10-30","19:17:49.632000",2022,10,30,19,6,Millie getting to know People Don't like Mike in Germany,https://www.youtube.com/watch?v=6lsDE8w7AHY,Stranger Content,https://www.youtube.com/channel/UCnwVbitxE5lx4cgfbWoRP-g,Available,1,"00:00:59","59"
47,"2022-10-30 19:17:14.149","2022-10-30","19:17:14.149000",2022,10,30,19,6,Why Tesla removed Radar and Ultrasonic sensors? | Andrej Karpathy and Lex Fridman,https://www.youtube.com/watch?v=_W1JBAfV4Io,Lex Clips,https://www.youtube.com/channel/UCJIfeSCssxSC_Dhc5s7woww,Available,1,"00:06:49","409"
48,"2022-10-30 19:16:46.608","2022-10-30","19:16:46.608000",2022,10,30,19,6,Part 2.  Cris is trapped in the bedroom.,https://www.youtube.com/watch?v=ePLyG1K3v1o,JustKiddingNews,https://www.youtube.com/channel/UCfPhyExfcaqJBKc3HO3cNBw,Available,1,"00:01:00","60"
49,"2022-10-30 19:16:40.996","2022-10-30","19:16:40.996000",2022,10,30,19,6,Part 3.  Cris is confronted by “the other guy.”,https://www.youtube.com/watch?v=JWt8T2iCtOo,JustKiddingNews,https://www.youtube.com/channel/UCfPhyExfcaqJBKc3HO3cNBw,Available,1,"00:00:59","59"
50,"2022-10-30 19:16:11.342","2022-10-30","19:16:11.342000",2022,10,30,19,6,Friends Are Guys Gossiping Over Tables.,https://www.youtube.com/watch?v=Ye0pOhVM6Bs,JustKiddingNews,https://www.youtube.com/channel/UCfPhyExfcaqJBKc3HO3cNBw,Available,1,"00:00:33","33"
51,"2022-10-30 19:15:48.634","2022-10-30","19:15:48.634000",2022,10,30,19,6,Does your mom do this?  Is this just an Asian thing..?,https://www.youtube.com/watch?v=3p49aVDVfsI,JustKiddingNews,https://www.youtube.com/channel/UCfPhyExfcaqJBKc3HO3cNBw,Available,1,"00:00:24","24"
52,"2022-10-30 19:14:35.485","2022-10-30","19:14:35.485000",2022,10,30,19,6,Bart’s home defense problem.,https://www.youtube.com/watch?v=2oDBJvPGkPw,JustKiddingNews,https://www.youtube.com/channel/UCfPhyExfcaqJBKc3HO3cNBw,Available,1,"00:00:58","58"
53,"2022-10-30 19:14:26.022","2022-10-30","19:14:26.022000",2022,10,30,19,6,Did you know that 'Venom',https://www.youtube.com/watch?v=udaJJB6J8cw,Hero Central,https://www.youtube.com/channel/UC_OJTDcGDRifp5xtWztHD9Q,Available,1,"00:00:29","29"
54,"2022-10-30 19:13:49.697","2022-10-30","19:13:49.697000",2022,10,30,19,6,This delivery driver is hilarious 😂,https://www.youtube.com/watch?v=J3kWnvpj_aw,Dylan Anderson,https://www.youtube.com/channel/UCpuT8AlP9P9EgW_pZ0_xInQ,Available,1,"00:00:36","36"
55,"2022-10-30 19:13:49.412","2022-10-30","19:13:49.412000",2022,10,30,19,6,Try the Savoyarde from La Banquise.,https://www.youtube.com/watch?v=sXoVHUFMMC8,"","",Available,1,"00:00:21","21"
56,"2022-10-30 19:12:56.577","2022-10-30","19:12:56.577000",2022,10,30,19,6,My Highest Wall Run! 🤯,https://www.youtube.com/watch?v=cEmhH5nPzhk,Matt Larose,https://www.youtube.com/channel/UCATWUurs5SImDMX_prUtxng,Available,1,"00:00:59","59"
57,"2022-10-30 19:12:26.475","2022-10-30","19:12:26.475000",2022,10,30,19,6,Schlatt tells it like it is,https://www.youtube.com/watch?v=tzoOspDJmd8,Big guy,https://www.youtube.com/channel/UCWZp4y1jqBuvLtiyxSs_ZBw,Available,1,"00:00:20","20"
58,"2022-10-30 19:12:16.817","2022-10-30","19:12:16.817000",2022,10,30,19,6,Kodak Black Cops A Crazy New Ring 💍 🦅,https://www.youtube.com/watch?v=J61NkT_7S-k,Hot Freestyle,https://www.youtube.com/channel/UCe2PGGHJ4FmaBlZ_7YMeUPg,Available,1,"00:00:11","11"
59,"2022-10-30 19:11:50.226","2022-10-30","19:11:50.226000",2022,10,30,19,6,Shaq vs. Gorilla 🦍,https://www.youtube.com/watch?v=coPTNrF4Wwc,Go Truth,https://www.youtube.com/channel/UCrc7GNHsM_DZ2QTDURnEdxw,Available,1,"00:00:20","20"
60,"2022-10-30 19:11:03.990","2022-10-30","19:11:03.990000",2022,10,30,19,6,Accidentally asking the CEO what he does 😅,https://www.youtube.com/watch?v=i6PbIMYCWTs,Itsdanielmac,https://www.youtube.com/channel/UCYRg9w3AfuRCKfh4JcDp8xw,Available,1,"00:00:24","24"
61,"2022-10-30 19:10:19.326","2022-10-30","19:10:19.326000",2022,10,30,19,6,Ignoring cops to talk about Taco Bell,https://www.youtube.com/watch?v=m26m8qtrjmo,PapaStanimus,https://www.youtube.com/channel/UCRKOv7wEWoEaQhsT0adfyQg,Available,1,"00:00:56","56"
62,"2022-10-30 19:10:01.112","2022-10-30","19:10:01.112000",2022,10,30,19,6,#shorts #python #developer,https://www.youtube.com/watch?v=gqqQLcmHsgg,CODE-ACADEMY ,https://www.youtube.com/channel/UCAjVnj8yM4wSvAX5Hrz-h1g,Available,1,"00:00:13","13"
63,"2022-10-30 19:08:44.806","2022-10-30","19:08:44.806000",2022,10,30,19,6,That's How You Do It 😂,https://www.youtube.com/watch?v=rIdxzHGdoew,Loonie Bin Productions,https://www.youtube.com/channel/UCVpkfiqJy9RMLj3TIoIjJWw,Available,1,NOT FOUND,-1
64,"2022-10-30 19:08:44.520","2022-10-30","19:08:44.520000",2022,10,30,19,6,"11179 4",https://www.youtube.com/watch?v=bdGk3HwlYRY,"","",Available,1,"00:00:31","31"
65,"2022-10-30 19:07:37.727","2022-10-30","19:07:37.727000",2022,10,30,19,6,Alrick showing why he is just some kind of Poohpup.,https://www.youtube.com/watch?v=SsHLB42pMRA,Modern Malinois,https://www.youtube.com/channel/UCLhq2Bw3u176gLc1z-yVwiA,Available,1,"00:01:00","60"
66,"2022-10-30 19:06:27.966","2022-10-30","19:06:27.966000",2022,10,30,19,6,Reflection scares people #shorts,https://www.youtube.com/watch?v=sXkTnsNnzOQ,Macrobells shorts,https://www.youtube.com/channel/UCioyV30FpWr-vHtK-KkF1ow,Available,1,"00:00:57","57"
67,"2022-10-30 19:06:24.500","2022-10-30","19:06:24.500000",2022,10,30,19,6,Ricky Gervais ROASTS Jennifer Aniston & Reese Witherspoon,https://www.youtube.com/watch?v=ItRV2WGpWt4,FlickShot,https://www.youtube.com/channel/UCI_oJgWkN-eW-196YvnbY-A,Available,1,"00:00:12","12"
68,"2022-10-30 19:05:51.929","2022-10-30","19:05:51.929000",2022,10,30,19,6,$3100 NYC apartment #shorts #nyc,https://www.youtube.com/watch?v=PAT_QGMPxgY,CALEB SIMPSON,https://www.youtube.com/channel/UCOrE6g6E4HwdUWaZeITOAaQ,Available,1,"00:00:58","58"
69,"2022-10-30 19:05:14.228","2022-10-30","19:05:14.228000",2022,10,30,19,6,My girl was left speechless… 🤣,https://www.youtube.com/watch?v=UAv8-0efk34,Slick Stevie,https://www.youtube.com/channel/UCTToCEh8CNjLEDeTXy0NZIQ,Available,1,"00:00:34","34"
70,"2022-10-30 19:04:53.212","2022-10-30","19:04:53.212000",2022,10,30,19,6,Where does your forehead begin ? 🤷‍♂️ #mma #ufc #conormcgregor #trashtalk #josealdo #boxing #short,https://www.youtube.com/watch?v=BSgoNAgovy4,MMA Addict,https://www.youtube.com/channel/UCSZlWxQtEKwbgPB8Fr0aMdA,Available,1,"00:00:21","21"
71,"2022-10-30 19:04:01.453","2022-10-30","19:04:01.453000",2022,10,30,19,6,What's The Best Love Song? New York City,https://www.youtube.com/watch?v=_cSHI_jv91Y,RIZWAN.,https://www.youtube.com/channel/UCj2VefilfnRPhn8A01Jw0OQ,Available,1,"00:00:27","27"
72,"2022-10-30 19:02:28.225","2022-10-30","19:02:28.225000",2022,10,30,19,6,HE COULDN’T HOLD HIS TEARS 😔🥺,https://www.youtube.com/watch?v=B_2OEl_UzTE,M O R P H E U S,https://www.youtube.com/channel/UCkT7sN7YbzmTFkdzdzDGjxQ,Available,1,"00:00:26","26"
73,"2022-10-30 19:00:01.097","2022-10-30","19:00:01.097000",2022,10,30,19,6,When a US American nails every Geography question #1,https://www.youtube.com/watch?v=V8f0Yr3EXsY,Lingualizer,https://www.youtube.com/channel/UCpeSv0N9tbe2V5fLMVrlodA,Available,1,"00:00:49","49"
74,"2022-10-30 18:58:58.279","2022-10-30","18:58:58.279000",2022,10,30,18,6,"Giving People The Option To Take $1,000 Or Give $10,000 With MrBeast 🥺❤️",https://www.youtube.com/watch?v=JC97Iyz9ZkE,Jimmy Darts,https://www.youtube.com/channel/UC2BoMmoR5HSmz5-oS8_1ENw,Available,1,"00:00:58","58"
75,"2022-10-30 18:57:57.819","2022-10-30","18:57:57.819000",2022,10,30,18,6,Millions of views on TikTok #thegreatnessmovement,https://www.youtube.com/watch?v=xOcEH-S8OlU,Greatness,https://www.youtube.com/channel/UC8iWEXyVeE91cpNfbIHL7pg,Available,1,"00:01:01","61"
76,"2022-10-30 18:57:36.657","2022-10-30","18:57:36.657000",2022,10,30,18,6,Would you find this knight promotion trick?,https://www.youtube.com/watch?v=9gCTBfr_LqI,Chess Palace,https://www.youtube.com/channel/UCye4ACPyTN3vRAnRq4OwrmA,Available,1,"00:00:27","27"
77,"2022-10-30 18:56:41.742","2022-10-30","18:56:41.742000",2022,10,30,18,6,They Balance Each Other Out Perfectly 🥺,https://www.youtube.com/watch?v=c9gFuOHKrqA,RIZWAN.,https://www.youtube.com/channel/UCj2VefilfnRPhn8A01Jw0OQ,Available,1,"00:00:29","29"
78,"2022-10-30 18:56:37.840","2022-10-30","18:56:37.840000",2022,10,30,18,6,Larratt vs Jujimufu / Jujitsu,https://www.youtube.com/watch?v=uRi3qefWPQI,JAM,https://www.youtube.com/channel/UCGxYS9O32vGs8IlYQPyG-FQ,Available,1,"00:01:00","60"
79,"2022-10-30 18:55:46.752","2022-10-30","18:55:46.752000",2022,10,30,18,6,Do not discriminate..,https://www.youtube.com/watch?v=PQ8tMgqvWxs,Smart Dollars Club,https://www.youtube.com/channel/UChf0t1w87hEsEeGB0Q-IS0Q,Available,1,"00:00:47","47"
80,"2022-10-30 18:54:44.554","2022-10-30","18:54:44.554000",2022,10,30,18,6,"Understandably, one of the funniest ring cams",https://www.youtube.com/watch?v=GKPxSasF1g4,PapaStanimus,https://www.youtube.com/channel/UCRKOv7wEWoEaQhsT0adfyQg,Available,1,"00:00:55","55"
81,"2022-10-30 18:54:12.568","2022-10-30","18:54:12.568000",2022,10,30,18,6,Khabib Silences Tony Ferguson!,https://www.youtube.com/watch?v=PbhNrPvf-3k,UFC Hub,https://www.youtube.com/channel/UCNngttpOeFwMT4P8lUCoGNg,Available,1,"00:00:33","33"
82,"2022-10-30 18:53:03.621","2022-10-30","18:53:03.621000",2022,10,30,18,6,SURPRISING STRANGERS WITH BELLA POARCH GONE HILARIOUS (HE SAID WHAT AT THE END?) 💀 #shorts,https://www.youtube.com/watch?v=x9ylKMI1HoE,Sharukh Sharukh,https://www.youtube.com/channel/UCMmqBXpJgHY0YERt48pSB-w,Available,1,"00:01:00","60"
83,"2022-10-30 18:52:09.069","2022-10-30","18:52:09.069000",2022,10,30,18,6,Goat Behavior #shorts #tmg261,https://www.youtube.com/watch?v=krG6V2KGBSc,TMG Podcast Highlights,https://www.youtube.com/channel/UCdftuX9H8kW14Njxtpnuy3Q,Available,1,"00:00:53","53"
84,"2022-10-30 18:51:08.212","2022-10-30","18:51:08.212000",2022,10,30,18,6,Leblanc siêu tấu hài #shorts,https://www.youtube.com/watch?v=8B6iIq5-5kU,Meta Global,https://www.youtube.com/channel/UCM2rXH_cyZddpqD9eif8-Sg,Available,1,"00:00:57","57"
85,"2022-10-30 18:49:55.735","2022-10-30","18:49:55.735000",2022,10,30,18,6,Japanese Street Performer At The Edinburgh Fringe,https://www.youtube.com/watch?v=PXMS2aSMEmQ,Ruairidh Mason,https://www.youtube.com/channel/UCZTaUI-gdlGC7G08V_4Rjsg,Available,1,"00:00:51","51"
86,"2022-10-30 18:49:26.331","2022-10-30","18:49:26.331000",2022,10,30,18,6,"Islam Makhachev: 'I want the money fight, give me Mayweather'",https://www.youtube.com/watch?v=_i59kEF5b_s,XcellentMMA Clips,https://www.youtube.com/channel/UCy6tTLd2-PKn2F-02VnUO1g,Available,1,"00:00:19","19"
87,"2022-10-30 18:48:45.027","2022-10-30","18:48:45.027000",2022,10,30,18,6,Donald Trump Savage moment with some Middle-eatern leader/Taliban,https://www.youtube.com/watch?v=qxhlhPfi6tM,Alpha Centauri,https://www.youtube.com/channel/UCUMXZEpRkkdMV8p3hSbwXww,Available,1,"00:00:54","54"
88,"2022-10-30 18:47:37.887","2022-10-30","18:47:37.887000",2022,10,30,18,6,Surprising Him With Tickets to His Favorite Band,https://www.youtube.com/watch?v=BTK-98lVqcA,RIZWAN.,https://www.youtube.com/channel/UCj2VefilfnRPhn8A01Jw0OQ,Available,1,"00:00:47","47"
89,"2022-10-30 18:47:37.599","2022-10-30","18:47:37.599000",2022,10,30,18,6,GOG 02872A04 916 EN CM^TB 20220629 RZ,https://www.youtube.com/watch?v=KBzMMw7fhlg,"","",Available,1,"00:00:25","25"
90,"2022-10-30 18:47:34.394","2022-10-30","18:47:34.394000",2022,10,30,18,6,Did Andre Galvao stand a chance vs Gordon Ryan in ADCC rule set? Bjj #shorts,https://www.youtube.com/watch?v=Q7YiPUh7ViY,Trey Carter,https://www.youtube.com/channel/UC6zPa7EHofxl2YWVmH6t0qA,Available,1,"00:00:57","57"
91,"2022-10-30 18:47:00.705","2022-10-30","18:47:00.705000",2022,10,30,18,6,we’re tall on the inside #shorts #ep258,https://www.youtube.com/watch?v=2cbShg1ZiCg,TMG Podcast Highlights,https://www.youtube.com/channel/UCdftuX9H8kW14Njxtpnuy3Q,Available,1,"00:00:26","26"
